"full_name","chamber","party","state","bin","govTrack_desc","govTrack_ideology","proPub_votesAgainstParty","user_id","screen_name","location","description","statuses_count","followers_count","friends_count","favourites_count","n_obs_timeline","n_obs_origContent","n_obs_textOnly","earliest_status","latest_status","median_favCount_OC","mean_favCount_OC","median_favCount_text","mean_favCount_text"
"Andre Carson","House","D","Ind.",8," rank-and-file Democrat",0.259190393965,"6.2%","x199325935","RepAndreCarson","Indianapolis","The official Twitter account for Congressman André Carson of Indiana's 7th District. #Indianapolis #Indy",3379,32394,993,1066,3222,2387,788,"2011-11-30 21:33:26","2018-02-22 16:18:55",2,21.6011730205279,1.5,36.9695431472081
"Frank Pallone","House","D","N.J.",9," rank-and-file Democrat",0.260553307922,"5.4%","x31801993","FrankPallone","#NJ","The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",10689,27040,2485,136,3232,2281,412,"2016-09-29 21:28:17","2018-02-22 19:33:25",12,21.4493643138974,18,38.2839805825243
"Carolyn B. Maloney","House","D","N.Y.",9," moderate Democratic leader",0.262176844689,"5.2%","x258900199","RepMaloney","New York City","New York's 12th Congressional District - Manhattan, Brooklyn & Queens",5951,25237,3322,2562,3250,1606,280,"2016-11-30 17:02:59","2018-02-23 00:14:17",15,38.3275217932752,14.5,39.375
"Robin Kelly","House","D","Ill.",9," rank-and-file Democrat",0.262414304449,"5.2%","x1339931490","RepRobinKelly","","Official Twitter account for Robin Kelly, U.S. Representative #IL02.",2953,21131,7824,2916,2948,2239,742,"2013-05-16 15:51:30","2018-02-22 21:29:46",6,20.7976775346137,6,25.7897574123989
"Sander M. Levin","House","D","Mich.",9," rank-and-file Democrat",0.262698956651,"4.8%","x25781141","repsandylevin","","I represent Michigan’s 9th Congressional District and am the Ranking Member of the House Ways and Means Subcommittee on Health.",3086,26570,17751,420,3083,1719,711,"2009-05-04 18:15:29","2018-02-22 00:00:18",6,16.8347876672484,3,17.9353023909986
"Suzanne Bonamici","House","D","Ore.",9," rank-and-file Democrat",0.26370836488,"6.6%","x558769636","RepBonamici","","Representing Oregon's 1st District. Working to strengthen #PublicEducation, support #WorkingFamilies, & #DefendScience. Proud mom of two grown kids.",2663,22946,1205,150,2662,1706,516,"2012-06-21 21:28:47","2018-02-23 00:25:49",5,25.4249706916764,7,41.577519379845
"Adam B. Schiff","House","D","Calif.",9," rank-and-file Democrat",0.264614389879,"4.3%","x29501253","RepAdamSchiff","Burbank, CA","Representing California's 28th Congressional District and Ranking Member of the House Intelligence Committee.",4417,745349,776,130,3240,1825,808,"2013-12-17 20:08:03","2018-02-22 22:06:16",10,4486.16109589041,13,6580.10643564356
"Grace Meng","House","D","N.Y.",9," moderate Democratic leader",0.265976659006,"5.6%","x1051127714","RepGraceMeng","","Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.

For specific questions or concerns, please contact my office.",3778,21531,690,783,3217,2700,793,"2013-07-31 20:57:09","2018-02-22 19:43:25",4,17.0418518518519,4,21.0075662042875
"Chellie Pingree","House","D","Maine",9," rank-and-file Democrat",0.267068146487,"5.2%","x14984637","chelliepingree","Maine -- the best place to be!","Farmer, mother, Maine islander, Member of Congress, lover of root vegetables",3333,22306,715,412,3231,2374,858,"2009-04-09 12:12:46","2018-02-22 20:41:21",3,22.5977253580455,0,12.1631701631702
"Margaret Hassan","Senate","D"," N.H.",9," moderate Democratic follower",0.267340263239,"4.4%","946549322","SenatorHassan","","New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",5483,135062,530,38,3205,2381,638,"2016-01-21 17:41:00","2018-02-23 20:59:30",24,107.731205375892,21,191.846394984326
"Danny K. Davis","House","D","Ill.",9," rank-and-file Democrat",0.271222612248,"5.0%","x789244177","RepDannyDavis","Chicago, IL","US House Representative for Illinois' 7th Congressional District.
Serving on the Committee on Ways and Means.
Following/retweeting does not equal endorsement.",1266,9219,348,124,1262,485,208,"2012-09-18 15:58:27","2018-02-22 14:28:20",2,7.77525773195876,2,9.82692307692308
"Ted Lieu","House","D","Calif.",10," rank-and-file Democrat",0.271476543546,"5.6%","x3044993235","RepTedLieu","Los Angeles, CA & Washington, DC","Official Twitter account for the Office of Rep. @TedLieu, serving #CA33 in the U.S. House of Representatives • https://t.co/cSZYg2t9ap • https://t.co/oA7bA0mWrM",3747,96954,5250,363,3222,1518,425,"2015-07-10 20:21:29","2018-02-22 22:19:08",16,312.379446640316,18,204.710588235294
"Marcy Kaptur","House","D","Ohio",10," rank-and-file Democrat",0.272119039019,"6.8%","x581141508","RepMarcyKaptur","DC/Toledo/Northern Ohio","Official account of Rep. Marcy Kaptur. Longest serving woman in Congress and proudly representing Ohio's 9th District. Ranking Member of Energy @AppropsDems.",3361,16054,601,1554,3205,2033,357,"2013-05-28 12:31:22","2018-02-22 22:35:05",7,20.8071815051648,4,21.3697478991597
"Niki Tsongas","House","D","Mass.",10," rank-and-file Democrat",0.272603747138,"5.5%","x242892689","nikiinthehouse","","Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln",6086,20985,1871,459,3239,2492,747,"2014-08-19 20:50:31","2018-02-22 20:35:01",3,10.5168539325843,5,20.6854082998661
"Dwight Evans","House","D","Pa.",10," moderate Democratic follower",0.273485021903,"6.2%","x90639372","RepDwightEvans","Phila and Montgomery County","Representing the 2nd Congressional District in PA. Making Ideas Matter since 1980.

Connect on Facebook: https://t.co/xMYIke63lr",12728,10508,2536,1724,3227,1324,686,"2017-03-20 00:29:54","2018-02-22 16:28:56",10,22.8836858006042,12,30.7959183673469
"Mike Quigley","House","D","Ill.",10," rank-and-file Democrat",0.274135977386,"4.6%","x56864092","RepMikeQuigley","Chicago, IL; Washington, DC","#IL05 Congressman, House Appropriator, member of Intel Committee, amateur hockey player & hopeful Cubs fan http://t.co/zL9fkzy188  http://t.co/FMe57EKfsC",9906,35567,2194,255,3234,2609,597,"2016-07-05 21:22:11","2018-02-22 18:53:24",19,38.3012648524339,26,57.0737018425461
"Jerry McNerney","House","D","Calif.",10," moderate Democratic follower",0.275105838078,"6.5%","x385429543","RepMcNerney","Stockton, CA","Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J",1899,19368,566,203,1898,1549,440,"2011-10-06 13:52:42","2018-02-22 02:54:59",1,6.73337637185281,1,9.24318181818182
"Jim Langevin","House","D","R.I.",10," rank-and-file Democrat",0.27571760745,"5.3%","x18909919","JimLangevin","Warwick, RI and Washington, DC","Congressman for Rhode Island's   Second District",9528,20682,4399,2588,3233,2994,1076,"2016-04-06 16:51:12","2018-02-22 20:59:49",4,9.45591182364729,3,7.9814126394052
"Jamie Raskin","House","D","Md.",10," moderate Democratic follower",0.277036798404,"5.2%","x806906355214852096","RepRaskin","Maryland's 8th District","Proudly serving MD's 8th District. Senior Whip, Judiciary Vice Ranking Member. https://t.co/EkyEyszJWc",3656,23818,4420,5818,3245,1025,180,"2017-02-14 04:33:27","2018-02-22 19:23:34",59,138.720975609756,86.5,157.766666666667
"Debbie Wasserman Schultz","House","D","Fla.",10," rank-and-file Democrat",0.27712893995,"6.3%","x1140648348","RepDWStweets","Weston & Washington","U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.",3164,12315,2338,175,3162,2246,626,"2013-02-13 15:09:23","2018-02-22 00:07:52",3,9.09349955476402,4,14.8290734824281
"Marcia L. Fudge","House","D","Ohio",10," rank-and-file Democrat",0.27737398193,"6.4%","x153486399","RepMarciaFudge","Cleveland / Akron, OH","I work on behalf of the people of the 11th District to create jobs, promote quality education, improve access to health care and protect civil rights for all.",5291,30826,6326,760,3197,2292,1050,"2015-01-16 19:00:51","2018-02-22 19:50:42",6,21.9284467713787,6,27.6771428571429
"Eric Swalwell","House","D","Calif.",11," rank-and-file Democrat",0.278946494604,"6.5%","x942156122","RepSwalwell","East Bay, CA & DC (CA-15)","Nelson's Dad. Husband. Rep SF Bay in Congress. Sr. Dem for @cia on Intel Cmte. Fighting for all to be more, make more & dream more. #FreedomToDream",9453,219089,7368,10715,3236,1543,745,"2016-06-15 23:54:16","2018-02-23 01:27:30",163,1187.34867141931,317,1848.94362416107
"Pramila Jayapal","House","D","Wash.",11," rank-and-file Democrat",0.281935211591,"6.3%","x815733290955112448","RepJayapal","Seattle, WA","Proudly serving WA's 7th District. First Vice Chair @USProgressives, Senior Whip, Budget Vice Ranking. https://t.co/d22w0B7Khj",8897,40918,2274,6509,3212,797,109,"2017-08-29 01:52:32","2018-02-23 00:58:14",113,304.953575909661,179,657.642201834862
"Carol Shea-Porter","House","D","N.H.",11," moderate Democratic follower",0.28557804018,"7.6%","x126171100","RepSheaPorter","","Proudly serving New Hampshire's First District in the U.S. House of Representatives.
https://t.co/fHOFp4xW",1178,6298,461,22,1178,925,405,"2013-01-09 14:41:49","2018-02-15 19:16:17",1,8.53513513513514,1,10.0913580246914
"William Lacy Clay","House","D","Mo.",11," rank-and-file Democrat",0.286951611882,"6.3%","x584912320","LacyClayMO1","St. Louis, MO","Official Campaign Twitter Account of Lacy Clay for Congress. US Rep, Missouri 1st District. R/Ts & links are not endorsements.",9429,7918,2459,7877,3219,381,13,"2017-10-04 16:36:05","2018-02-23 01:57:37",4,8.95275590551181,12,10.8461538461538
"Susan A. Davis","House","D","Calif.",11," moderate Democratic leader",0.287879954702,"5.8%","x432771620","RepSusanDavis","","Proudly representing the 53rd Congressional District of California. Serves on Armed Services and Ed & Workforce Committees",1839,16791,153,84,1840,1565,335,"2013-04-10 23:10:15","2018-02-22 23:42:44",3,16.2964856230032,3,17.3164179104478
"Michael E. Capuano","House","D","Mass.",11," rank-and-file Democrat",0.290924506488,"6.5%","x747806211983179776","RepMikeCapuano","Somerville, MA","Representing MA's 7th District in the U.S. House of Representatives; former Mayor of Somerville. https://t.co/W9wgyLij84",305,8332,142,11,306,258,109,"2016-07-05 19:00:12","2018-02-23 00:49:52",28,70.7790697674419,60,98.6238532110092
"Brenda Lawrence","House","D","Mich.",11," rank-and-file Democrat",0.291552965548,"5.1%","x2863006655","RepLawrence","Washington, DC","Congresswoman for Michigan's 14th District: Detroit, Southfield, Oakland and Wayne Counties. Instagram: Repbrendalawrence, Facebook: Rep.BLawrence",3589,10433,1130,1588,3228,2112,515,"2015-05-05 22:33:25","2018-02-23 00:39:52",4,10.8044507575758,3,9.84466019417476
"Donald Beyer","House","D","Va.",11," rank-and-file Democrat",0.2918878251,"5.7%","x2962868158","RepDonBeyer","Northern Virginia & DC","Representing Virginia's 8th District, Northern Virginia, in Congress. Vice-Ranking @SciCmteDems. Co-Chair @CaucusOnClimate. #EqualPay #StopGunViolence",12175,56709,3062,13914,3176,562,57,"2017-08-10 16:28:45","2018-02-23 02:43:40",88,274.804270462633,228,1292.85964912281
"John Garamendi","House","D","Calif.",11," moderate Democratic follower",0.29230867845,"6.7%","x88806753","RepGaramendi","Walnut Grove, CA","Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator",11619,23617,9063,264,3229,1721,808,"2014-11-04 16:47:31","2018-02-22 23:31:45",6,12.4927367809413,7,14.0940594059406
"Tom Udall","Senate","D"," N.M.",11," rank-and-file Democrat",0.292847871723,"7.6%","60828944","SenatorTomUdall","Santa Fe and Washington","United States Senator from New Mexico.",4935,143489,340,17,3205,1900,626,"2014-09-11 16:27:33","2018-02-23 18:09:36",15,125.021052631579,17,144.789137380192
"Kathy Castor","House","D","Fla.",12," rank-and-file Democrat",0.293779114445,"5.6%","x1880674038","USRepKCastor","","Tampa Bay's Congresswoman 🇺🇸",4139,12486,3174,1359,3216,1073,204,"2015-05-09 18:20:45","2018-02-22 21:53:09",9,21.7064305684995,10.5,27.1813725490196
"John Yarmuth","House","D","Ky.",12," rank-and-file Democrat",0.294111307185,"4.9%","x384913290","RepJohnYarmuth","Louisville, KY","Official Twitter Account for Congressman John Yarmuth, representing the 3rd Congressional District of Kentucky.",3080,28282,385,3,3071,1853,571,"2011-10-04 15:51:43","2018-02-22 23:34:10",3,59.9525094441446,3,70.5779334500876
"Ro Khanna","House","D","Calif.",12," moderate Democratic follower",0.294719603092,"5.4%","x816298918468259841","RepRoKhanna","Silicon Valley, CA","Representing #CA17 in Silicon Valley. Working to create tech & manufacturing jobs locally & across America. No contributions from PACs, lobbyists. Obama alum.",3390,11769,443,917,3238,2294,380,"2017-02-09 20:48:08","2018-02-23 01:21:00",10,20.1194420226678,15,27.2342105263158
"Tony Cardenas","House","D","Calif.",12," moderate Democratic leader",0.295202337019,"6.2%","x1222257180","RepCardenas","San Fernando Valley, CA","Proud to represent California's 29th District - the San Fernando Valley - in U.S. Congress. Member of @HouseCommerce; Democratic Assistant Whip.",6836,17322,1399,368,3192,1510,516,"2015-04-22 18:07:47","2018-02-22 00:17:19",3,13.2814569536424,3,19.2732558139535
"Michelle Lujan Grisham","House","D","N.M.",12," rank-and-file Democrat",0.295577764768,"6.9%","x1061385474","RepLujanGrisham","Albuquerque, NM","Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture, Budget and Oversight & Government Reform Committees.",4699,24577,528,172,3227,2032,649,"2015-02-16 01:08:51","2018-02-23 02:22:51",8,17.0462598425197,7,15.1848998459168
"Catherine Cortez Masto","Senate","D"," Nev.",12," moderate Democratic follower",0.29648816514,"9.6%","811313565760163840","SenCortezMasto","","U.S. Senator from the great state of Nevada.",2560,24659,544,548,2568,1567,498,"2016-12-26 21:39:57","2018-02-23 20:27:45",51,108.319719208679,79.5,158.83734939759
"Joseph Crowley","House","D","N.Y.",12," moderate Democratic leader",0.296658309929,"5.3%","x111635980","repjoecrowley","","Proudly representing New York’s 14th Congressional District. Chairman of @HouseDemocrats. #Queens #Bronx https://t.co/y9inUilpX3",5595,28872,1043,605,3195,1704,304,"2016-02-11 17:58:49","2018-02-22 22:28:36",16,65.9642018779343,18,108.016447368421
"Anna G. Eshoo","House","D","Calif.",12," rank-and-file Democrat",0.296767609244,"5.4%","x249348006","RepAnnaEshoo","Palo Alto, CA","Representing California's 18th Congressional District--the heart of Silicon Valley.",1975,33997,885,33,1973,1071,335,"2011-02-09 14:03:20","2018-02-22 23:17:38",1,15.8151260504202,1,17.8
"Debbie Dingell","House","D","Mich.",12," moderate Democratic follower",0.296998791883,"4.1%","x2970279814","RepDebDingell","Washington, DC","Proudly serving the people of Michigan's 12th Congressional District.
http://t.co/e7qwdRk0zg
http://t.co/q9q7Jj0s26",2021,32440,2756,502,2019,1248,365,"2015-01-09 23:00:22","2018-02-22 14:14:07",13,37.7099358974359,14,54.2657534246575
"Juan Vargas","House","D","Calif.",12," rank-and-file Democrat",0.297264805036,"5.6%","x1260172386","RepJuanVargas","SD/Imperial Counties, CA","Official Twitter account of Rep. Vargas, representing southern San Diego County, all of Imperial County and California's entire U.S.-Mexico border. #CA51",1724,16758,179,159,1724,1337,492,"2013-04-10 16:15:08","2018-02-21 19:11:32",4,18.9685863874346,3,21.4674796747967
"Eddie Bernice Johnson","House","D","Texas",13," rank-and-file Democrat",0.297364486129,"5.8%","x168502762","RepEBJ","Dallas, Texas","Rep. Eddie Bernice Johnson representing TX-30; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress",8100,30729,2128,1436,3225,2366,884,"2014-05-07 16:17:07","2018-02-22 19:00:16",2,14.5477599323753,2,6.17873303167421
"Doris Matsui","House","D","Calif.",13," rank-and-file Democrat",0.298221811165,"5.1%","x38254095","DorisMatsui","Sacramento, CA","Representing California's 6th Congressional District - including the capital city of Sacramento. Member of the Energy and Commerce Committee.",2654,29497,8279,131,2653,1829,936,"2011-02-28 18:19:18","2018-02-22 17:18:53",2,14.6714051394204,1,15.1089743589744
"Bill Keating","House","D","Mass.",13," rank-and-file Democrat",0.300002832661,"6.1%","x232992031","USRepKeating","Bourne, Ma","Welcome to the official Twitter page of Congressman Bill Keating!",1256,13088,606,14,1251,1092,477,"2011-01-02 16:52:19","2018-02-16 21:51:18",1,7.10164835164835,1,8.87840670859539
"Ted Deutch","House","D","Fla.",13," moderate Democratic leader",0.300402817052,"7.1%","x137794015","RepTedDeutch","Florida, USA","Ranking Member of Ethics Committee. Member of Foreign Affairs & Judiciary. Proudly serving Broward & Palm Beach Counties. Vegan.",5896,31914,1655,782,3199,1730,485,"2016-05-13 14:24:04","2018-02-22 21:46:09",18,64.5329479768786,24,85.0123711340206
